Time,Altitude,Airspeed,Roll,Pitch,Yaw,Rudder,AoS
43.148,1.13,10.21,-0.97,-1.02,10.18,-0.03375,-1.75
43.206,1.12,10.36,-0.91,-1.02,10.18,-0.03375,-1.84
43.257,1.1,10.32,-0.88,-0.98,10.2,-0.03375,-1.93
43.311,1.1,10.27,-0.86,-0.99,10.23,-0.0675,-1.93
43.366,1.09,10.28,-0.84,-1.02,10.23,-0.0675,-1.84
43.419,1.08,10.26,-0.83,-1.04,10.24,-0.03375,-1.49
43.476,1.06,10.28,-0.83,-1.06,10.3,-0.0675,-1.4
43.534,1.08,10.33,-0.85,-1.04,10.34,-0.03375,-1.05
43.587,1.08,10.28,-0.85,-1.05,10.39,-0.03375,-0.7
43.641,1.08,10.29,-0.86,-1.05,10.44,-0.03375,-0.35
43.696,1.07,10.24,-0.87,-1.04,10.5,-0.03375,-0.26
43.751,1.08,10.21,-0.9,-1.08,10.55,-0.03375,-0.08
43.806,1.11,10.16,-0.97,-1.15,10.62,-0.0675,-0.08
43.859,1.09,10.1,-1.04,-1.19,10.68,-0.03375,-0.08
43.916,0.78,10.12,-1.12,-1.24,10.74,-0.0675,0
43.974,1.09,10.2,-1.17,-1.32,10.8,-0.03375,0.09
44.025,1.11,10.16,-1.21,-1.45,10.84,-0.03375,0.35
44.079,1.12,10.14,-1.25,-1.55,10.89,-0.03375,0.53
44.134,1.12,10.09,-1.29,-1.68,10.94,-0.03375,0.44
44.187,1.13,10.06,-1.32,-1.78,10.97,-0.03375,0.53
44.24,1.15,10.02,-1.33,-1.81,11.01,-0.03375,0.53
44.295,1.15,10.03,-1.37,-1.68,11.06,-0.03375,0.53
44.349,1.15,9.9,-1.42,-1.57,11.1,-0.0675,0.53
44.405,1.17,9.91,-1.49,-1.56,11.12,-0.10125,0.44
44.458,1.18,9.85,-1.49,-1.61,11.13,-0.03375,0.79
44.515,1.2,9.89,-1.5,-1.69,11.15,-0.0675,0.79
44.572,1.2,9.87,-1.5,-1.77,11.15,-0.03375,0.79
44.624,1.21,9.83,-1.49,-1.82,11.16,-0.03375,0.88
44.682,1.23,9.83,-1.46,-1.83,11.16,-0.0675,0.79
44.733,1.23,9.83,-1.44,-1.81,11.16,-0.10125,0.79
44.788,1.24,9.86,-1.44,-1.82,11.16,-0.03375,0.79
44.842,1.25,9.79,-1.45,-1.88,11.16,-0.03375,0.79
44.898,1.26,9.77,-1.44,-1.87,11.16,-0.0675,0.79
44.954,1.27,9.76,-1.43,-1.88,11.16,-0.0675,0.88
45.011,1.26,9.74,-1.42,-1.9,11.17,-0.03375,0.71
45.063,1.27,9.74,-1.42,-1.89,11.17,-0.0675,0.71
45.121,1.3,9.67,-1.41,-1.87,11.17,-0.0675,0.71
45.172,1.29,9.73,-1.4,-1.84,11.17,-0.03375,0.71
45.23,1.3,9.73,-1.39,-1.81,11.17,-0.0675,0.62
45.283,1.31,9.79,-1.4,-1.78,11.18,-0.03375,0.53
45.338,1.36,9.78,-1.4,-1.76,11.18,-0.0675,0.53
45.393,1.37,9.8,-1.39,-1.73,11.19,-0.03375,0.62
45.45,1.39,9.83,-1.38,-1.74,11.19,-0.03375,0.62
45.503,1.42,9.76,-1.37,-1.76,11.19,-0.03375,0.53
45.56,1.44,9.68,-1.37,-1.76,11.2,-0.0675,0.18
45.613,1.45,9.7,-1.36,-1.74,11.2,-0.0675,0.18
45.67,1.46,9.63,-1.35,-1.75,11.2,-0.03375,0.44
45.721,1.47,9.6,-1.35,-1.75,11.2,-0.03375,0.71
45.778,1.49,9.6,-1.34,-1.74,11.2,-0.03375,0.71
45.83,1.51,9.65,-1.34,-1.73,11.2,-0.03375,0.71
45.883,1.51,9.61,-1.33,-1.7,11.2,-0.0675,0.79
45.941,1.52,9.56,-1.33,-1.68,11.2,-0.10125,0.88
45.998,1.52,9.58,-1.33,-1.66,11.2,-0.0675,0.97
46.051,1.54,9.52,-1.33,-1.65,11.2,-0.10125,0.97
46.107,1.54,9.48,-1.33,-1.63,11.2,-0.03375,0.88
46.161,1.55,9.48,-1.32,-1.59,11.2,-0.0675,0.88
46.217,1.55,9.4,-1.3,-1.54,11.2,-0.03375,0.71
46.27,1.57,9.38,-1.29,-1.46,11.2,-0.0675,0.62
46.328,1.58,9.37,-1.29,-1.38,11.2,-0.03375,0.53
46.379,1.58,9.34,-1.28,-1.27,11.2,-0.03375,0.35
46.432,1.57,9.34,-1.28,-1.22,11.2,-0.03375,0.18
46.487,1.3,9.34,-1.28,-1.16,11.2,-0.03375,0.09
46.541,1.16,9.34,-1.28,-1.09,11.2,-0.03375,0
46.596,1.55,9.33,-1.28,-1.02,11.2,-0.03375,0
46.649,1.55,9.32,-1.29,-0.94,11.2,-0.03375,-0.08
46.707,1.55,9.29,-1.29,-0.87,11.2,0,-0.17
46.759,1.56,9.33,-1.28,-0.8,11.2,-0.03375,-0.26
46.817,1.55,9.33,-1.27,-0.73,11.19,-0.03375,-0.26
46.869,1.53,9.32,-1.24,-0.62,11.2,-0.03375,-0.35
46.927,1.52,9.3,-1.23,-0.53,11.2,-0.03375,-0.44
46.979,1.52,9.18,-1.21,-0.48,11.2,-0.03375,-0.44
47.034,0.82,9.25,-1.22,-0.46,11.2,-0.03375,-0.44
47.088,1.49,9.37,-1.21,-0.42,11.2,-0.0675,-0.44
47.141,1.47,9.38,-1.22,-0.37,11.19,-0.10125,-0.52
47.197,1.45,9.35,-1.19,-0.31,11.19,-0.03375,-0.79
47.251,1.44,9.29,-1.18,-0.28,11.19,-0.0675,-0.79
47.307,1.42,9.26,-1.15,-0.32,11.19,-0.03375,-0.7
47.364,1.41,9.25,-1.12,-0.3,11.19,-0.0675,-0.7
47.417,1.38,9.25,-1.1,-0.31,11.19,-0.03375,-0.96
47.47,1.37,9.26,-1.07,-0.31,11.19,-0.03375,-0.96
47.526,1.33,9.35,-1.03,-0.29,11.19,-0.03375,-0.96
47.578,1.31,9.35,-1,-0.24,11.19,-0.03375,-0.96
47.632,1.29,9.34,-0.97,-0.21,11.19,-0.03375,-0.44
47.687,1.27,9.3,-0.96,-0.2,11.19,-0.0675,-0.35
47.745,1.25,9.38,-0.96,-0.23,11.19,-0.10125,-0.35
47.796,1.22,9.4,-0.95,-0.2,11.19,-0.0675,-0.26
47.848,1.19,9.39,-0.93,-0.21,11.18,-0.03375,-0.35
47.906,1.18,9.39,-0.94,-0.23,11.18,-0.10125,-0.35
47.959,1.09,9.32,-0.94,-0.31,11.18,-0.0675,-0.52
48.015,1.1,9.34,-0.95,-0.34,11.18,-0.03375,-0.7
48.068,1.07,9.38,-0.96,-0.35,11.18,-0.10125,-0.79
48.125,1.04,9.37,-0.98,-0.37,11.18,-0.0675,-0.79
48.178,1,9.29,-0.98,-0.35,11.18,-0.10125,-0.79
48.234,0.98,9.3,-0.98,-0.35,11.18,-0.10125,-0.88
48.286,0.96,9.38,-0.97,-0.44,11.18,-0.03375,-1.05
48.343,0.96,9.44,-0.95,-0.55,11.18,-0.0675,-1.14
48.396,0.93,9.45,-0.96,-0.69,11.18,-0.03375,-1.14
48.454,0.89,9.57,-0.96,-0.81,11.17,-0.0675,-1.05
48.505,0.85,9.6,-0.97,-0.83,11.17,-0.10125,-1.05
48.563,0.84,9.62,-0.98,-0.85,11.17,-0.10125,-1.14
48.614,0.79,9.58,-0.99,-0.91,11.17,-0.03375,-1.32
48.669,0.75,9.53,-1,-1,11.17,-0.0675,-0.96
48.724,0.73,9.66,-1.01,-1.09,11.17,-0.0675,-1.32
48.777,0.72,9.72,-1.01,-1.15,11.17,-0.03375,-1.67
48.833,0.66,9.77,-1.04,-1.23,11.17,-0.0675,-1.58
48.888,0.62,9.78,-1.06,-1.3,11.17,-0.03375,-1.32
48.944,0.59,9.85,-1.1,-1.44,11.17,-0.03375,-1.49
49.002,0.57,9.83,-1.12,-1.54,11.17,-0.0675,-2.19
49.053,0.55,9.78,-1.11,-1.75,11.19,-0.0675,-2.46
49.111,0.53,9.67,-1.1,-1.86,11.19,-0.03375,-2.11
49.165,0.49,9.68,-1.14,-2.12,11.2,-0.10125,-2.11
49.222,0.48,9.69,-1.18,-2.26,11.2,-0.0675,-1.93
49.275,0.46,9.7,-1.19,-2.44,11.19,-0.03375,-2.11
49.332,0.45,9.74,-1.18,-2.6,11.2,-0.0675,-2.02
49.386,0.43,9.68,-1.18,-2.58,11.21,-0.0675,-1.93
49.444,0.35,9.63,-1.19,-2.71,11.21,-0.03375,-1.67
49.5,0.41,9.56,-1.19,-2.86,11.21,-0.03375,-1.67
49.552,0.41,9.5,-1.19,-3.07,11.21,-0.03375,-1.67
49.61,0.41,9.47,-1.19,-3.26,11.21,-0.0675,-1.75
49.662,0.4,9.44,-1.19,-3.52,11.21,-0.10125,-1.67
49.721,0.38,9.52,-1.22,-3.28,11.22,-0.0675,-1.67
49.771,0.38,9.56,-1.22,-3.55,11.22,-0.0675,-1.32
49.825,0.39,9.59,-1.22,-3.77,11.22,-0.03375,-1.23
49.88,0.38,9.55,-1.22,-3.98,11.22,-0.10125,-1.05
49.934,0.37,9.51,-1.22,-4.14,11.21,-0.10125,-0.96
49.992,0.37,9.49,-1.22,-4.32,11.22,-0.03375,-0.96
50.048,0.38,9.56,-1.22,-4.48,11.22,-0.03375,-0.96
50.102,0.38,9.56,-1.22,-4.48,11.22,-0.03375,-0.96
50.158,0.37,9.5,-1.21,-4.58,11.22,-0.0675,-1.05
50.21,0.38,9.41,-1.2,-4.53,11.23,-0.03375,-0.96
50.264,0.37,9.41,-1.2,-4.66,11.23,-0.03375,-0.88
50.319,0.37,9.41,-1.22,-4.8,11.22,-0.03375,-0.79
50.373,0.38,9.38,-1.21,-4.91,11.22,-0.10125,-0.79
50.431,0.38,9.39,-1.21,-4.98,11.23,-0.03375,-0.61
50.483,0.39,9.4,-1.25,-4.85,11.24,-0.03375,0
50.539,0.4,9.31,-1.22,-4.49,11.25,-0.10125,-0.08
50.597,0.4,9.26,-1.23,-4.1,11.26,-0.03375,-0.44
50.651,0.45,9.28,-1.24,-3.99,11.26,-0.03375,-0.44
50.703,0.45,9.33,-1.23,-4.1,11.26,-0.03375,-0.52
50.76,0.46,9.3,-1.22,-4.2,11.26,-0.10125,-0.35
50.812,0.47,9.34,-1.22,-4.16,11.26,-0.10125,-0.44
50.868,0.48,9.33,-1.25,-4.06,11.26,-0.03375,-0.17
50.921,0.48,9.3,-1.23,-3.73,11.27,-0.03375,-0.26
50.976,0.47,9.31,-1.25,-3.8,11.27,-0.03375,-0.35
51.03,0.47,9.37,-1.28,-3.78,11.28,-0.03375,-0.17
51.088,0.5,9.28,-1.29,-3.61,11.28,-0.10125,0.18
51.146,0.52,9.31,-1.32,-3.72,11.28,-0.10125,0.27
51.199,0.52,9.38,-1.35,-3.81,11.28,-0.0675,0.27
51.258,0.53,9.36,-1.37,-3.89,11.28,-0.0675,0.44
51.316,0.57,9.31,-1.38,-3.93,11.27,-0.10125,0.53
51.369,0.56,9.29,-1.41,-3.82,11.28,-0.03375,0.44
51.426,0.56,9.23,-1.44,-3.72,11.28,-0.03375,0.44
51.478,0.58,9.19,-1.47,-3.76,11.28,-0.135,0.53
51.537,0.58,9.29,-1.47,-3.81,11.28,-0.03375,0.53
51.59,0.61,9.3,-1.48,-3.83,11.27,-0.0675,0.44
51.646,0.62,9.3,-1.47,-3.8,11.27,-0.10125,0.53
51.699,0.63,9.26,-1.47,-3.71,11.27,-0.03375,0.53
51.756,0.66,9.3,-1.47,-3.65,11.27,-0.0675,0.44
51.81,0.67,9.32,-1.46,-3.64,11.27,-0.10125,0.44
51.866,0.68,9.3,-1.46,-3.64,11.27,-0.03375,0.27
51.919,0.68,9.18,-1.46,-3.67,11.27,-0.03375,-0.08
51.976,0.69,9.19,-1.46,-3.67,11.27,-0.0675,-0.17
52.034,0.71,9.17,-1.47,-3.52,11.28,-0.0675,-0.17
52.088,0.7,9.09,-1.46,-3.49,11.28,-0.0675,-0.08
52.144,0.71,9.1,-1.48,-3.48,11.28,-0.03375,0.09
52.196,0.72,9.24,-1.49,-3.52,11.27,-0.10125,0.18
52.254,0.72,9.18,-1.48,-3.54,11.27,-0.03375,-0.08
52.307,0.72,9.08,-1.53,-3.58,11.27,-0.03375,0.09
52.365,0.73,9.11,-1.54,-3.61,11.27,-0.03375,-0.08
52.416,0.74,9.13,-1.53,-3.53,11.27,-0.0675,-0.17
52.469,0.74,9.3,-1.58,-3.52,11.27,-0.10125,-0.44
52.524,0.72,9.2,-1.63,-3.47,11.28,-0.0675,-1.14
52.577,0.73,8.97,-1.64,-3.46,11.28,-0.03375,-0.96
52.631,0.74,8.86,-1.66,-3.5,11.27,-0.10125,-1.05
52.686,0.73,8.84,-1.74,-3.56,11.27,-0.03375,-1.05
52.742,0.71,8.9,-1.8,-3.57,11.26,-0.03375,-0.96
52.796,0.71,8.82,-1.87,-3.53,11.26,-0.03375,-0.88
52.854,0.71,8.77,-1.89,-3.3,11.27,-0.03375,-1.05
52.906,0.7,8.77,-1.97,-3.25,11.26,-0.03375,-1.23
52.963,0.7,8.69,-2.04,-3.25,11.26,-0.03375,-1.14
53.016,0.69,8.79,-2.05,-3.45,11.25,-0.03375,-1.14
53.076,0.7,8.82,-2.11,-3.48,11.24,-0.03375,-1.05
53.127,0.69,8.81,-2.17,-3.45,11.23,-0.03375,-1.14
53.184,0.68,8.8,-2.24,-3.42,11.23,-0.03375,-1.14
53.239,0.65,8.76,-2.3,-3.37,11.23,-0.03375,-1.23
53.293,0.65,8.74,-2.35,-3.35,11.22,-0.0675,-1.14
53.352,0.63,8.78,-2.36,-3.37,11.21,-0.03375,-1.14
53.403,0.59,8.77,-2.37,-3.45,11.2,-0.10125,-1.23
53.46,0.59,8.83,-2.28,-3.88,11.16,-0.03375,-1.23
53.513,0.59,8.86,-2.29,-4.38,11.11,-0.03375,-1.32
53.572,0.58,8.89,-2.3,-4.38,11.1,-0.03375,-1.32
53.624,0.55,8.72,-2.31,-4.37,11.1,-0.0675,-1.58
53.681,0.51,8.67,-2.34,-4.37,11.05,-0.10125,-1.84
53.734,0.51,8.68,-2.34,-4.36,11.01,-0.10125,-2.02
53.79,0.5,8.8,-2.34,-4.32,10.98,-0.10125,-2.11
53.843,0.47,8.82,-2.26,-4.44,10.96,-0.0675,-2.19
53.902,0.42,8.89,-2.26,-4.39,10.94,-0.0675,-2.11
53.959,0.39,8.92,-2.26,-4.4,10.91,-0.0675,-2.02
54.013,0.38,8.96,-2.25,-4.38,10.87,-0.0675,-1.93
54.068,0.36,8.82,-2.24,-4.45,10.86,-0.03375,-2.02
54.122,0.35,8.84,-2.2,-4.66,10.86,-0.0675,-2.02
54.177,0.35,8.79,-2.18,-4.85,10.85,-0.03375,-2.11
54.232,0.31,8.8,-2.19,-5.12,10.81,-0.03375,-2.11
54.289,0.29,8.87,-2.18,-5.39,10.8,-0.03375,-2.19
54.341,0.27,8.9,-2.18,-5.62,10.8,-0.0675,-2.28
54.399,0.25,8.87,-2.17,-5.8,10.8,-0.0675,-2.19
54.451,0.24,8.9,-2.15,-6.03,10.81,-0.03375,-1.75
54.507,0.23,8.79,-2.14,-6.22,10.81,-0.03375,-1.67
54.56,0.21,8.81,-2.13,-6.5,10.81,-0.0675,-1.32
54.614,0.21,8.76,-2.1,-6.73,10.8,-0.0675,-1.49
54.671,0.19,8.72,-2.09,-7.04,10.81,-0.03375,-2.19
54.724,0.18,8.76,-2.05,-7.3,10.81,-0.0675,-2.19
54.78,0.17,8.79,-2.03,-7.65,10.82,-0.03375,-2.11
54.838,0.16,8.7,-1.97,-7.84,10.83,-0.03375,-1.93
54.891,0.14,8.6,-1.93,-8.1,10.83,-0.0675,-2.02
54.948,0.14,8.57,-1.91,-8.4,10.83,-0.0675,-2.11
54.999,0.15,8.56,-1.9,-8.67,10.84,-0.03375,-2.19
55.058,0.15,8.61,-1.89,-8.97,10.84,-0.03375,-2.28
55.111,0.16,8.62,-1.88,-9.29,10.84,-0.03375,-2.28
55.164,0.17,8.6,-1.86,-9.52,10.84,-0.10125,-2.28
55.219,0.16,8.67,-1.86,-9.81,10.85,-0.03375,-3.34
55.273,0.16,8.7,-1.82,-10.02,10.85,-0.03375,-3.34
55.33,0.16,8.75,-1.82,-10.26,10.85,-0.0675,-3.25
55.386,0.16,8.8,-1.82,-10.33,10.85,-0.10125,-3.25
55.44,0.17,8.69,-1.8,-10.29,10.85,-0.03375,-3.16
55.496,0.17,8.62,-1.79,-10.36,10.86,-0.03375,-2.72
55.549,0.16,8.65,-1.79,-10.49,10.86,-0.0675,-2.46
55.608,0.16,8.66,-1.79,-10.61,10.86,-0.0675,-2.46
55.659,0.18,8.8,-1.76,-10.74,10.86,-0.03375,-2.55
55.717,0.2,8.83,-1.74,-10.83,10.87,-0.0675,-3.07
55.769,0.2,8.74,-1.75,-10.96,10.87,-0.03375,-3.25
55.823,0.21,8.78,-1.76,-11.09,10.87,-0.03375,-5.01
55.879,0.22,8.75,-1.76,-11.26,10.86,-0.0675,-5.01
55.936,0.22,8.75,-1.76,-11.33,10.86,-0.03375,-5.09
55.988,0.23,8.7,-1.75,-11.36,10.86,-0.03375,-5.45
56.046,0.23,8.69,-1.75,-11.36,10.87,-0.03375,-5.62
56.098,0.26,8.62,-1.78,-10.89,10.88,-0.0675,-5.62
56.157,0.27,8.62,-1.79,-10.86,10.88,-0.03375,-5.62
56.209,0.27,8.63,-1.78,-10.9,10.88,-0.135,-5.62
56.263,0.28,8.63,-1.78,-11.06,10.88,-0.0675,-5.62
56.318,0.28,8.66,-1.77,-11.28,10.88,-0.10125,-5.62
56.371,0.28,8.76,-1.79,-11.52,10.88,-0.10125,-5.8
56.427,0.27,8.78,-1.79,-11.73,10.87,-0.0675,-5.89
56.483,0.27,8.72,-1.8,-11.94,10.87,-0.03375,-5.89
56.537,0.28,8.67,-1.81,-12.08,10.87,-0.10125,-5.62
56.593,0.31,8.69,-1.82,-12.18,10.87,-0.0675,-5.53
56.646,0.3,8.66,-1.85,-12.28,10.86,-0.03375,-5.45
56.704,0.31,8.64,-1.87,-12.32,10.86,-0.03375,-5.62
56.756,0.33,8.57,-1.89,-12.26,10.85,-0.0675,-5.53
56.814,0.34,8.55,-1.92,-12.39,10.85,-0.0675,-5.53
56.865,0.32,8.53,-1.93,-12.47,10.83,-0.0675,-5.45
56.919,0.31,8.45,-1.97,-12.58,10.82,-0.03375,-5.45
56.975,0.32,8.43,-2.09,-12.8,10.8,-0.0675,-5.27
57.032,0.33,8.25,-2.1,-13.12,10.79,-0.0675,-5.01
57.086,0.32,8.36,-2.12,-13.45,10.76,-0.10125,-4.74
57.144,0.31,8.24,-2.1,-13.31,10.71,-0.10125,-4.83
57.196,0.32,8.16,-2.23,-13.6,10.69,-0.03375,-5.09
57.254,0.33,8.27,-2.31,-13.62,10.68,-0.03375,-5.97
57.307,0.32,8.32,-2.35,-13.61,10.66,-0.135,-7.12
57.363,0.28,8.3,-2.43,-13.69,10.58,-0.10125,-7.2
57.415,0.25,8.25,-2.44,-13.75,10.58,-0.0675,-7.38
57.472,0.27,8.21,-2.46,-13.88,10.53,-0.0675,-7.47
57.525,0.27,8.13,-2.49,-14.14,10.46,-0.03375,-7.56
57.582,0.24,7.94,-2.57,-14.16,10.42,-0.03375,-7.64
57.635,0.23,8.01,-2.58,-14.22,10.32,-0.03375,-7.91
57.693,0.22,7.89,-2.59,-14.25,10.3,-0.10125,-7.99
57.744,0.2,8,-2.73,-13.9,10.25,-0.03375,-8.26
57.802,0.16,7.98,-2.79,-13.57,10.18,-0.0675,-8.52
57.854,0.13,8,-2.83,-13.23,10.07,-0.10125,-8.87
57.912,0.12,7.99,-2.91,-12.67,10.05,-0.0675,-9.4
57.964,0.1,7.84,-2.9,-12.08,9.96,-0.03375,-11.77
58.017,0.04,7.69,-2.98,-11.77,9.92,-0.0675,-12.13
58.074,0.02,7.62,-3.06,-11.43,9.94,-0.10125,-10.19
58.13,0.02,6.91,-3.11,-10.22,9.93,-0.03375,-13.97
