Time,Airspeed,Altitude,Roll,Pitch,Yaw,Rudder,Latitude,Longitude
0,1.37,12.51811821,1.91,7.41,-7.05,0,35.2942328,136.2544382
0.054,1.46,12.60951366,1.73,7.4,-7.04,0,35.2942328,136.2544382
0.203,1.61,12.51561004,1.77,7.41,-7.04,0,35.2942328,136.2544382
0.26,1.69,12.60951366,1.76,7.45,-7.05,0,35.2942328,136.2544382
0.316,1.91,12.60700257,1.77,7.42,-7.04,0,35.2942328,136.2544382
0.373,2.08,12.60449147,1.74,7.39,-7.05,0,35.2942328,136.2544382
0.431,2.46,12.60700257,1.73,7.36,-7.05,0,35.294233,136.254438
0.488,2.69,12.51561004,1.66,7.32,-7.04,0,35.294233,136.254438
0.543,3.3,12.69839618,1.63,7.24,-7.05,-0.0675,35.2942335,136.2544378
0.73,3.52,12.51561004,1.51,6.99,-7.05,0,35.2942335,136.2544378
0.787,3.68,12.97006074,1.49,7.36,-7.07,0,35.2942335,136.2544378
0.843,4.16,13.5209874,1.5,7.5,-7.13,0,35.2942347,136.2544348
0.898,4.52,13.24424906,1.54,7.41,-7.24,-0.0675,35.2942355,136.2544333
0.954,4.56,12.69588217,1.57,7.2,-7.32,0,35.2942355,136.2544333
1.009,4.67,12.41920808,1.69,7.35,-7.36,0,35.2942367,136.2544318
1.065,5.29,13.05893008,1.57,7.52,-7.43,0,35.2942367,136.2544318
1.282,5.13,12.51059369,1.74,8.38,-8.14,0,35.2942367,136.2544318
1.337,5.08,13.24171754,2.06,8.62,-8.15,0,35.2942367,136.2544318
1.395,5.48,13.24171754,2.28,8.66,-8.14,0,35.2942435,136.2544223
1.45,5.62,12.78475701,2.39,8.89,-8.23,-0.0675,35.2942435,136.2544223
1.506,5.42,13.51590685,2.21,9.34,-8.44,0,35.2942452,136.2544188
1.562,5.38,14.43251107,2.46,9.16,-8.52,0,35.2942452,136.2544188
1.619,5.73,13.15032327,2.52,9.36,-8.52,0,35.2942472,136.2544152
1.677,5.9,12.69336816,2.5,9.52,-8.46,0,35.2942472,136.2544152
1.734,5.82,13.33564733,2.51,9.74,-8.56,0,35.2942493,136.2544113
1.789,5.76,13.51590685,2.79,9.74,-8.66,0,35.2942493,136.2544113
1.846,5.86,12.97006074,3.22,9.38,-8.58,0,35.294251,136.2544073
1.902,5.94,11.87091716,3.23,9.53,-8.36,0,35.294253,136.2544032
1.958,5.9,12.9725835,3.28,9.95,-8.27,0,35.294253,136.2544032
2.014,5.93,12.51059369,3.41,9.97,-8.28,0,35.2942553,136.2543987
2.07,6.12,13.42958404,3.29,10.12,-8.31,0,35.2942553,136.2543987
2.125,6.32,13.15032327,3.51,10.44,-8.39,0,35.2942578,136.2543938
2.184,6.23,12.42171334,3.58,10.53,-8.25,1.5525,35.2942578,136.2543938
2.241,6.46,12.8786668,3.54,10.64,-8.11,1.485,35.2942602,136.2543888
2.299,6.84,12.33032589,3.52,10.67,-8.02,0.81,35.2942628,136.2543835
2.355,7.03,11.78202397,4.22,9.42,-7.88,-0.8775,35.2942628,136.2543835
2.409,6.93,11.96478694,3.83,10,-7.74,2.3625,35.2942655,136.2543778
2.464,7.13,11.23622834,3.94,10.41,-7.76,-1.78875,35.2942655,136.2543778
2.522,7.25,11.41403783,3.82,11.14,-7.74,-0.7425,35.2942683,136.2543715
2.579,7.19,12.69588217,3.58,11.41,-7.73,0.7425,35.2942683,136.2543715
2.638,7.12,12.05367647,3.56,11.96,-7.79,0.2025,35.294271,136.2543653
2.694,7.21,12.42171334,3.36,12.11,-7.82,0.945,35.2942738,136.2543592
2.749,7.05,12.33032589,3.31,12.33,-7.81,-1.0125,35.2942738,136.2543592
2.805,7.02,10.68553702,3.56,12.63,-7.67,2.7675,35.2942765,136.2543525
2.861,6.95,11.50541153,3.44,12.56,-7.75,-0.4725,35.2942765,136.2543525
2.917,7.18,11.68816218,3.57,12.48,-7.84,-0.27,35.2942797,136.254346
2.976,7.01,11.23129368,3.49,12.53,-7.96,1.35,35.2942797,136.254346
3.032,7.03,10.95718557,3.54,13.08,-8.05,-0.675,35.2942823,136.2543392
3.089,6.79,11.13992323,3.6,14.02,-8.18,0.7425,35.2942823,136.2543392
3.145,6.78,13.24424906,3.42,14.26,-8.3,0.7425,35.294285,136.2543327
3.202,7.28,12.78475701,3.37,13.51,-8.42,0.7425,35.2942877,136.2543257
3.374,7.84,10.59417014,3.62,14.22,-8.82,0.405,35.2942877,136.2543257
3.428,8.03,11.05101535,3.68,14.1,-9.02,0.405,35.2942877,136.2543257
3.486,8.07,9.860850514,3.82,14.5,-9.24,0.405,35.2942877,136.2543257
3.544,8.01,9.586791098,4,14.77,-9.4,0.405,35.2942947,136.2543003
3.602,8.18,9.130047044,4.15,14.99,-9.55,0.405,35.294297,136.254291
3.656,8.3,9.495440124,4.26,15.5,-9.81,0.405,35.294297,136.254291
3.714,8.37,9.584376276,4.36,15.71,-10.04,0.405,35.2942997,136.254282
3.768,8.43,8.944962589,4.64,16.57,-10.58,0.3375,35.2942997,136.254282
3.88,8.65,8.394558995,4.81,16.99,-10.83,-247.7925,35.2942997,136.254282
3.939,8.66,8.303227916,4.8,17.24,-11.16,0.3375,35.2942997,136.254282
3.996,8.79,8.483511331,5.09,17.27,-11.45,0.405,35.2943087,136.2542558
4.054,8.87,8.848839124,5.25,17.29,-11.65,0.405,35.2943087,136.2542558
4.109,8.92,8.300853924,5.48,16.99,-11.87,0.405,35.2943117,136.254246
4.166,8.92,7.846588744,5.5,16.95,-12.12,0.405,35.2943117,136.254246
4.222,9.32,7.937914415,5.62,16.87,-12.46,0.3375,35.2943143,136.2542365
4.373,9.51,7.846588744,5.71,16.97,-13.05,0.405,35.2943143,136.2542365
4.43,9.61,7.296315509,5.68,16.53,-13.35,0.675,35.2943195,136.2542158
4.488,9.75,6.931061252,5.68,16.37,-13.71,0.7425,35.2943195,136.2542158
4.545,9.74,6.111606432,5.46,15.8,-13.96,0.7425,35.2943222,136.2542048
4.602,9.74,5.107321361,5.52,15.95,-14.18,0.7425,35.2943248,136.2541935
4.658,10.07,5.835402267,5.46,15.61,-14.36,0.7425,35.2943248,136.2541935
4.716,10.07,6.294217769,5.42,15.29,-14.61,-247.7925,35.2943273,136.2541817
4.898,10.22,5.926701237,5.02,14.53,-15.32,307.09125,35.2943273,136.2541817
4.956,10.2,5.744104378,4.87,14.34,-15.51,0.675,35.2943273,136.2541817
5.01,10.01,5.744104378,4.7,14.02,-15.76,0.675,35.2943328,136.2541422
5.068,9.99,5.650518134,4.45,13.81,-15.93,0.7425,35.2943328,136.2541422
5.122,10.29,5.741812027,4.21,13.59,-16.09,0.675,35.2943352,136.2541287
5.178,10.28,5.650518134,4.08,13.33,-16.22,0.675,35.2943352,136.2541287
5.235,10.36,5.37436225,3.95,13.12,-16.41,0.675,35.2943377,136.2541155
5.451,10.41,5.011491144,3.61,12.29,-16.99,0.675,35.2943377,136.2541155
5.509,10.45,4.82665853,3.54,12,-17.08,0.7425,35.2943377,136.2541155
5.566,10.46,4.739898929,3.45,11.74,-17.21,0.675,35.2943377,136.2541155
5.622,10.44,4.555075714,3.36,11.54,-17.32,0.7425,35.2943468,136.2540628
5.677,10.49,4.463795869,3.24,11.33,-17.44,0.675,35.2943468,136.2540628
5.733,10.51,4.281239422,3.05,11.15,-17.52,0.7425,35.2943497,136.2540498
5.789,10.55,4.278993711,2.86,10.53,-17.59,0.7425,35.2943533,136.2540365
5.849,10.51,4.007412854,2.67,10.24,-17.68,0.675,35.2943533,136.2540365
5.907,10.48,4.007412854,2.43,9.91,-17.76,0.675,35.2943567,136.2540218
5.962,10.51,4.098687296,2.15,9.55,-17.82,0.7425,35.2943567,136.2540218
6.019,10.53,3.64010058,1.93,9.22,-17.86,0.675,35.29436,136.2540077
6.073,10.49,3.827098348,1.69,8.76,-17.92,0.7425,35.29436,136.2540077
6.129,10.39,3.735824233,1.49,8.49,-17.96,0.7425,35.2943642,136.2539947
6.186,10.3,3.459788888,1.26,8.09,-18.02,0.675,35.2943642,136.2539947
6.244,10.35,3.462008368,1.04,7.76,-18.06,0.7425,35.294369,136.2539828
6.301,10.5,3.368522008,0.94,7.38,-18.09,0.7425,35.2943738,136.2539705
6.356,10.44,3.185991488,0.82,7.02,-18.15,0.7425,35.2943738,136.2539705
6.412,10.29,3.003465289,0.69,6.73,-18.19,0.7425,35.2943787,136.2539577
6.468,10.18,3.005670198,0.57,6.41,-18.22,0.7425,35.2943787,136.2539577
6.524,10.32,3.094727849,0.43,6.08,-18.23,0.675,35.2943832,136.2539448
6.58,10.38,2.820943411,0.22,5.75,-18.24,0.675,35.2943832,136.2539448
6.635,10.61,2.640619104,0.11,5.11,-18.24,0.7425,35.2943875,136.2539318
6.691,10.62,2.364657616,-0.02,4.81,-18.26,0.675,35.2943918,136.2539198
6.75,10.52,2.362473106,-0.17,4.46,-18.26,0.675,35.2943918,136.2539198
6.807,10.67,2.455912615,-0.11,4.27,-18.27,0.7425,35.2943963,136.253907
6.864,10.56,2.364657616,0.17,4.3,-18.3,0.675,35.2943963,136.253907
6.919,10.55,2.275585292,0.03,4.03,-18.3,0.675,35.2944007,136.2538943
6.975,10.5,2.182150858,-0.1,3.81,-18.3,0.675,35.2944007,136.2538943
7.028,10.45,2.275585292,-0.26,3.65,-18.28,0.675,35.2944057,136.2538827
7.085,10.39,2.184329539,-0.46,3.47,-18.24,0.675,35.2944057,136.2538827
7.143,10.33,2.273403697,-0.55,3.26,-18.2,0.675,35.2944113,136.2538718
7.2,10.42,2.093074866,-0.64,3.09,-18.15,0.675,35.2944167,136.2538608
7.256,10.45,2.275585292,-0.66,2.92,-18.1,0.675,35.2944167,136.2538608
7.312,10.44,2.001821273,-0.68,2.74,-18.03,0.7425,35.2944215,136.2538493
7.368,10.42,2.093074866,-0.59,2.83,-17.98,0.675,35.2944215,136.2538493
7.426,10.3,2.453725191,-0.71,2.57,-17.92,0.675,35.2944267,136.2538387
7.596,10.25,2.547168694,-1.1,1.81,-17.67,-247.7925,35.2944267,136.2538387
7.653,10.26,2.455912615,-1.18,1.68,-17.58,0.675,35.2944267,136.2538387
7.71,10.2,2.366842125,-1.26,1.6,-17.5,0.675,35.294443,136.2538072
7.767,10.14,2.820943411,-1.36,1.57,-17.43,0.675,35.294443,136.2538072
7.821,10.11,2.640619104,-1.47,1.44,-17.32,0.675,35.2944462,136.2537943
7.879,10.14,3.096935671,-1.54,1.39,-17.25,0.675,35.2944462,136.2537943
7.933,10.18,3.096935671,-1.55,1.17,-17.16,-247.7925,35.2944505,136.253782
8.048,10.21,3.003465289,-1.83,1.04,-17,0.7425,35.2944505,136.253782
8.107,10.12,3.003465289,-1.96,0.92,-16.9,0.675,35.2944505,136.253782
8.162,10.07,3.099143494,-2.06,0.77,-16.8,0.675,35.2944505,136.253782
8.22,10.02,3.28168351,-2.14,0.58,-16.74,0.675,35.2944605,136.2537413
8.274,10.01,3.188202225,-2.23,0.44,-16.66,0.7425,35.2944605,136.2537413
8.33,9.82,3.192623698,-2.31,0.36,-16.59,0.675,35.2944655,136.2537297
8.385,9.96,3.370738573,-2.42,0.29,-16.5,0.675,35.2944655,136.2537297
8.537,9.8,3.555501636,-2.55,0.18,-16.34,-247.7925,35.2944705,136.2537185
8.593,9.76,3.555501636,-2.64,0.04,-16.28,0.7425,35.2944705,136.2537185
8.649,9.73,3.646776506,-2.71,-0.19,-16.24,0.7425,35.2944705,136.2537185
8.708,9.71,3.738052456,-2.72,-0.46,-16.21,0.7425,35.294485,136.2536843
8.764,9.78,3.829329486,-2.74,-0.68,-16.19,0.675,35.294485,136.2536843
8.821,9.73,3.920607597,-2.77,-0.85,-16.16,0.675,35.2944905,136.253674
8.875,9.66,4.103167059,-2.84,-0.98,-16.11,0.675,35.2944905,136.253674
9.062,9.31,4.283485133,-3.06,-1.28,-16.1,0.7425,35.2944905,136.253674
9.116,9.34,4.372517105,-3.1,-1.43,-16.11,-247.7925,35.2944958,136.2536628
9.173,9.31,4.189962819,-3.09,-1.49,-16.13,0.81,35.2944958,136.2536628
9.231,9.21,4.103167059,-3.02,-1.47,-16.13,0.8775,35.2944958,136.2536628
9.285,9.13,4.283485133,-3.03,-1.61,-16.15,0.8775,35.2944958,136.2536628
9.341,9.12,4.285730843,-2.91,-1.61,-16.2,0.8775,35.2945145,136.2536225
9.397,9.07,4.377014356,-2.93,-1.65,-16.22,0.8775,35.2945192,136.2536125
9.455,9.06,4.650871378,-3.22,-1.58,-16.38,-247.7925,35.2945192,136.2536125
9.668,9.1,4.82892173,-3.28,-1.26,-16.47,0.81,35.2945192,136.2536125
9.726,9.03,5.011491144,-3.41,-0.99,-16.54,307.09125,35.2945192,136.2536125
9.78,9.05,5.009222114,-3.43,-0.86,-16.6,0.81,35.2945192,136.2536125
9.835,9.08,4.920205897,-3.42,-0.79,-16.66,0.8775,35.29454,136.2535792
9.889,9.1,5.105049417,-3.46,-0.71,-16.76,0.81,35.29454,136.2535792
9.946,9.09,5.011491144,-3.54,-0.63,-16.85,0.81,35.2945447,136.2535703
10.003,9.07,5.19633974,-3.58,-0.55,-17,0.8775,35.2945488,136.2535607
10.058,8.97,4.920205897,-3.59,-0.41,-17.12,0.8775,35.2945488,136.2535607
10.116,8.93,5.105049417,-3.64,-0.35,-17.19,0.81,35.2945535,136.2535522
10.173,8.93,4.922472011,-3.73,-0.1,-17.32,0.81,35.2945535,136.2535522
10.229,8.79,5.102777472,-3.75,-0.06,-17.47,0.81,35.2945582,136.253544
10.287,8.79,5.19406488,-3.79,0.06,-17.6,0.81,35.2945582,136.253544
10.34,8.88,5.191790021,-3.84,0.24,-17.74,0.81,35.2945628,136.2535355
10.395,8.81,5.28535337,-3.86,0.24,-17.86,0.8775,35.2945677,136.253527
10.452,8.77,5.19406488,-3.79,0.47,-18.02,0.81,35.2945677,136.253527
